new,old
Vitvi01g00375,VIT_01s0011g04510
Vitvi01g00376,VIT_01s0011g04520
Vitvi01g00377,VIT_01s0011g04530
Vitvi01g00378,VIT_01s0011g04540
Vitvi01g00379,VIT_01s0011g04550
Vitvi01g00380,VIT_01s0011g04560
Vitvi01g00381,VIT_01s0011g04590
Vitvi01g00382,VIT_01s0011g04600
Vitvi01g00383,VIT_01s0011g04610
Vitvi01g00384,VIT_01s0011g04620
Vitvi01g00385,VIT_01s0011g04630
Vitvi01g00386,VIT_01s0011g04640
Vitvi01g00388,VIT_01s0011g04650
Vitvi01g00389,VIT_01s0011g04660
Vitvi01g00390,VIT_01s0011g04670
Vitvi01g00391,VIT_01s0011g04680
Vitvi01g00392,VIT_01s0011g04690
Vitvi01g00393,VIT_01s0011g04700
Vitvi01g00394,VIT_01s0011g04710
Vitvi01g00397,VIT_01s0011g04720
Vitvi01g00398,VIT_01s0011g04740
Vitvi01g00399,VIT_01s0011g04750
Vitvi01g00401,VIT_01s0011g04760
Vitvi01g00402,VIT_01s0011g04770
Vitvi01g00403,VIT_01s0011g04780
Vitvi01g00404,VIT_01s0011g04790
Vitvi01g00405,VIT_01s0011g04800
Vitvi01g00407,VIT_01s0011g04810
Vitvi01g00408,VIT_01s0011g04820
Vitvi01g00409,VIT_01s0011g04850
Vitvi01g00411,VIT_01s0011g04860
Vitvi01g00412,VIT_01s0011g04870
Vitvi01g00413,VIT_01s0011g04880
Vitvi01g00414,VIT_01s0011g04890
Vitvi01g00415,VIT_01s0011g04900
Vitvi01g00417,VIT_01s0011g04920
Vitvi01g00418,VIT_01s0011g04950
Vitvi01g00421,VIT_01s0011g04960
Vitvi01g00422,VIT_01s0011g04970
Vitvi01g00423,VIT_01s0011g04980
Vitvi01g00424,VIT_01s0011g04990
Vitvi01g00425,VIT_01s0011g05000
Vitvi01g00426,VIT_01s0011g05010
Vitvi01g00427,VIT_01s0011g05020
Vitvi01g00428,VIT_01s0011g05030
Vitvi01g00430,VIT_01s0011g05040
Vitvi01g00432,VIT_01s0011g05050
Vitvi01g00433,VIT_01s0011g05060
Vitvi01g00436,VIT_01s0011g05080
Vitvi01g00437,VIT_01s0011g05090
Vitvi01g00438,VIT_01s0011g05100
Vitvi01g00439,VIT_01s0011g05130
Vitvi01g00441,VIT_01s0011g05200
Vitvi01g00442,VIT_01s0011g05210
Vitvi01g00443,VIT_01s0011g05220
Vitvi01g00444,VIT_01s0011g05230
Vitvi01g00445,VIT_01s0011g05250
Vitvi01g00446,VIT_01s0011g05260
Vitvi01g00447,VIT_01s0011g05270
Vitvi01g00448,VIT_01s0011g05280
Vitvi01g00449,VIT_01s0011g05290
Vitvi01g00450,VIT_01s0011g05300
Vitvi01g00451,VIT_01s0011g05330
Vitvi01g00452,VIT_01s0011g05340
Vitvi01g00453,VIT_01s0011g05350
Vitvi01g00454,VIT_01s0011g05360
Vitvi01g00455,VIT_01s0011g05370
Vitvi01g00456,VIT_01s0011g05380
Vitvi01g00457,VIT_01s0011g05390
Vitvi01g00458,VIT_01s0011g05410
Vitvi01g00463,VIT_01s0011g05450
Vitvi01g00465,VIT_01s0011g05470
Vitvi01g00466,VIT_01s0011g05480
Vitvi01g00467,VIT_01s0011g05490
Vitvi01g00468,VIT_01s0011g05500
Vitvi01g00472,VIT_01s0011g05540
Vitvi01g00473,VIT_01s0011g05560
Vitvi01g00474,VIT_01s0011g05570
Vitvi01g00475,VIT_01s0011g05580
Vitvi01g00476,VIT_01s0011g05590
Vitvi01g00477,VIT_01s0011g05600
Vitvi01g00478,VIT_01s0011g05610
Vitvi01g00479,VIT_01s0011g05630
Vitvi01g00481,VIT_01s0011g05650
Vitvi01g00482,VIT_01s0011g05660
Vitvi01g00483,VIT_01s0011g05670
Vitvi01g00484,VIT_01s0011g05690
Vitvi01g00486,VIT_01s0011g05700
Vitvi01g00487,VIT_01s0011g05710
Vitvi01g00488,VIT_01s0011g05730
Vitvi01g00491,VIT_01s0011g05740
Vitvi01g00492,VIT_01s0011g05750
Vitvi01g00492,VIT_01s0011g05760
Vitvi01g00496,VIT_01s0011g05780
Vitvi01g00497,VIT_01s0011g05790
Vitvi01g00498,VIT_01s0011g05800
Vitvi01g00499,VIT_01s0011g05810
Vitvi01g00500,VIT_01s0011g05820
Vitvi01g00501,VIT_01s0011g05850
Vitvi01g00502,VIT_01s0011g05860
Vitvi01g00503,VIT_01s0011g05870
Vitvi01g00505,VIT_01s0011g05880
Vitvi01g00507,VIT_01s0011g05940
Vitvi01g00508,VIT_01s0011g05950
Vitvi01g00509,VIT_01s0011g05960
Vitvi01g00511,VIT_01s0011g05970
Vitvi01g00511,VIT_01s0011g05980
Vitvi01g00512,VIT_01s0011g06000
Vitvi01g00513,VIT_01s0011g06010
Vitvi01g00515,VIT_01s0011g06020
Vitvi01g00516,VIT_01s0011g06030
Vitvi01g00517,VIT_01s0011g06040
Vitvi01g00518,VIT_01s0011g06050
Vitvi01g00519,VIT_01s0011g06060
Vitvi01g00520,VIT_01s0011g06070
Vitvi01g00521,VIT_01s0011g06080
Vitvi01g00523,VIT_01s0011g06090
Vitvi01g00523,VIT_01s0011g06100
Vitvi01g00523,VIT_01s0011g06110
Vitvi01g00523,VIT_01s0011g06120
Vitvi01g00524,VIT_01s0011g06130
Vitvi01g00525,VIT_01s0011g06140
Vitvi01g00526,VIT_01s0011g06150
Vitvi01g00528,VIT_01s0011g06190
Vitvi01g00529,VIT_01s0011g06200
Vitvi01g00530,VIT_01s0011g06210
Vitvi01g00532,VIT_01s0011g06240
Vitvi01g00533,VIT_01s0011g06250
Vitvi01g00536,VIT_01s0011g06260
Vitvi01g00537,VIT_01s0011g06270
Vitvi01g00538,VIT_01s0011g06280
Vitvi01g00539,VIT_01s0011g06290
Vitvi01g00540,VIT_01s0011g06300
Vitvi01g00541,VIT_01s0011g06310
Vitvi01g00542,VIT_01s0011g06320
Vitvi01g00543,VIT_01s0011g06330
Vitvi01g00544,VIT_01s0011g06340
Vitvi01g00545,VIT_01s0011g06360
Vitvi01g00546,VIT_01s0011g06370
Vitvi01g00547,VIT_01s0011g06380
Vitvi01g00550,VIT_01s0011g06390
Vitvi01g00552,VIT_01s0011g06400
Vitvi01g00553,VIT_01s0011g06410
Vitvi01g00554,VIT_01s0011g06430
Vitvi01g00555,VIT_01s0011g06440
Vitvi01g00556,VIT_01s0011g06450
Vitvi01g00557,VIT_01s0011g06470
Vitvi01g00558,VIT_01s0011g06500
Vitvi01g00559,VIT_01s0011g06510
Vitvi01g00560,VIT_01s0011g06530
Vitvi01g00560,VIT_01s0011g06520
Vitvi01g00561,VIT_01s0011g06540
Vitvi01g00562,VIT_01s0011g06550
Vitvi01g00563,VIT_01s0011g06560
Vitvi01g00566,VIT_01s0011g06570
Vitvi01g00567,VIT_01s0011g06580
Vitvi01g00568,VIT_01s0011g06600
Vitvi01g00571,VIT_01s0011g06620
Vitvi01g00572,VIT_01s0011g06630
Vitvi01g00573,VIT_01s0011g06640
Vitvi01g00574,VIT_01s0011g06650
Vitvi01g00576,VIT_01s0137g00010
Vitvi01g00576,VIT_01s0137g00020
Vitvi01g00577,VIT_01s0137g00030
Vitvi01g00578,VIT_01s0137g00050
Vitvi01g00579,VIT_01s0137g00060
Vitvi01g00580,VIT_01s0137g00070
Vitvi01g00581,VIT_01s0137g00080
Vitvi01g00582,VIT_01s0137g00090
Vitvi01g00583,VIT_01s0137g00100
Vitvi01g00584,VIT_01s0137g00120
Vitvi01g00585,VIT_01s0137g00130
Vitvi01g00586,VIT_01s0137g00160
Vitvi01g00587,VIT_01s0137g00180
Vitvi01g00588,VIT_01s0137g00200
Vitvi01g00589,VIT_01s0137g00210
Vitvi01g00590,VIT_01s0137g00220
Vitvi01g00591,VIT_01s0137g00230
Vitvi01g00593,VIT_01s0137g00240
Vitvi01g00594,VIT_01s0137g00250
Vitvi01g00595,VIT_01s0137g00270
Vitvi01g00595,VIT_01s0137g00260
Vitvi01g00596,VIT_01s0137g00280
Vitvi01g00598,VIT_01s0137g00290
Vitvi01g00599,VIT_01s0137g00300
Vitvi01g00600,VIT_01s0137g00310
Vitvi01g00602,VIT_01s0137g00320
Vitvi01g00603,VIT_01s0137g00330
Vitvi01g00604,VIT_01s0137g00340
Vitvi01g00605,VIT_01s0137g00350
Vitvi01g00608,VIT_01s0137g00360
Vitvi01g00609,VIT_01s0137g00380
Vitvi01g00610,VIT_01s0137g00390
Vitvi01g00611,VIT_01s0137g00400
Vitvi01g00612,VIT_01s0137g00410
Vitvi01g00613,VIT_01s0137g00440
Vitvi01g00613,VIT_01s0137g00450
Vitvi01g00614,VIT_01s0137g00460
Vitvi01g00615,VIT_01s0137g00480
Vitvi01g00615,VIT_01s0137g00470
Vitvi01g00616,VIT_01s0137g00490
Vitvi01g00616,VIT_01s0137g00500
Vitvi01g00617,VIT_01s0137g00510
Vitvi01g00619,VIT_01s0137g00520
Vitvi01g00620,VIT_01s0137g00550
Vitvi01g00621,VIT_01s0137g00560
Vitvi01g00623,VIT_01s0137g00580
Vitvi01g00625,VIT_01s0137g00590
Vitvi01g00626,VIT_01s0137g00600
Vitvi01g00627,VIT_01s0137g00610
Vitvi01g00628,VIT_01s0137g00620
Vitvi01g00629,VIT_01s0137g00630
Vitvi01g00630,VIT_01s0137g00640
Vitvi01g00631,VIT_01s0137g00650
Vitvi01g00632,VIT_01s0137g00670
Vitvi01g00633,VIT_01s0137g00690
Vitvi01g00634,VIT_01s0137g00700
Vitvi01g00635,VIT_01s0137g00710
Vitvi01g00636,VIT_01s0137g00720
Vitvi01g00637,VIT_01s0137g00730
Vitvi01g00638,VIT_01s0137g00740
Vitvi01g00639,VIT_01s0137g00750
Vitvi01g00640,VIT_01s0137g00760
Vitvi01g00641,VIT_01s0137g00770
Vitvi01g00642,VIT_01s0137g00810
Vitvi01g00644,VIT_01s0137g00820
Vitvi01g00645,VIT_00s0291g00030
Vitvi01g00646,VIT_00s0291g00050
Vitvi01g00647,VIT_00s0291g00060
Vitvi01g00648,VIT_00s0291g00070
Vitvi01g00649,VIT_00s0291g00090
Vitvi01g00650,VIT_00s0291g00100
Vitvi01g00652,VIT_00s0225g00010
Vitvi01g00653,VIT_00s0225g00050
Vitvi01g00655,VIT_00s0225g00060
Vitvi01g00656,VIT_00s0225g00070
Vitvi01g00657,VIT_00s0225g00080
Vitvi01g00658,VIT_00s0225g00090
Vitvi01g00659,VIT_00s0225g00100
Vitvi01g00660,VIT_00s0225g00110
Vitvi01g00662,VIT_00s0225g00130
Vitvi01g00663,VIT_00s0225g00140
Vitvi01g00664,VIT_00s0225g00150
Vitvi01g00665,VIT_00s0225g00160
Vitvi01g00666,VIT_00s0225g00170
Vitvi01g00668,VIT_00s0225g00180
Vitvi01g00669,VIT_00s0225g00220
Vitvi01g00672,VIT_00s0225g00230
Vitvi01g00673,VIT_00s0394g00040
Vitvi01g00674,VIT_00s0394g00030
Vitvi01g00675,VIT_00s0394g00020
Vitvi01g00676,VIT_00s0394g00010
Vitvi01g00676,VIT_01s0127g00010
Vitvi01g00680,VIT_01s0127g00050
Vitvi01g00681,VIT_01s0127g00060
Vitvi01g00682,VIT_01s0127g00070
Vitvi01g00683,VIT_01s0127g00110
Vitvi01g00684,VIT_01s0127g00120
Vitvi01g00685,VIT_01s0127g00130
Vitvi01g00687,VIT_01s0127g00140
Vitvi01g00688,VIT_01s0127g00150
Vitvi01g00689,VIT_01s0127g00160
Vitvi01g00691,VIT_01s0127g00170
Vitvi01g00691,VIT_01s0127g00180
Vitvi01g00693,VIT_01s0127g00200
Vitvi01g00694,VIT_01s0127g00210
Vitvi01g00695,VIT_01s0127g00220
Vitvi01g00696,VIT_01s0127g00230
Vitvi01g00697,VIT_01s0127g00250
Vitvi01g00698,VIT_01s0127g00260
Vitvi01g00700,VIT_01s0127g00280
Vitvi01g00700,VIT_01s0127g00270
Vitvi01g00701,VIT_01s0127g00290
Vitvi01g00703,VIT_01s0127g00330
Vitvi01g00704,VIT_01s0127g00350
Vitvi01g00705,VIT_01s0127g00360
Vitvi01g00706,VIT_01s0127g00380
Vitvi01g00708,VIT_01s0127g00390
Vitvi01g00710,VIT_01s0127g00400
Vitvi01g00711,VIT_01s0127g00420
Vitvi01g00712,VIT_01s0127g00430
Vitvi01g00713,VIT_01s0127g00440
Vitvi01g00714,VIT_01s0127g00470
Vitvi01g00715,VIT_01s0127g00480
Vitvi01g00716,VIT_01s0127g00490
Vitvi01g00717,VIT_01s0127g00500
Vitvi01g00719,VIT_01s0127g00520
Vitvi01g00720,VIT_01s0127g00530
Vitvi01g00722,VIT_01s0127g00600
Vitvi01g00723,VIT_01s0127g00610
Vitvi01g00727,VIT_01s0127g00640
Vitvi01g00727,VIT_01s0127g00650
Vitvi01g00728,VIT_01s0127g00670
Vitvi01g00729,VIT_01s0127g00680
Vitvi01g00730,VIT_01s0127g00690
Vitvi01g00732,VIT_01s0127g00700
Vitvi01g00733,VIT_01s0127g00710
Vitvi01g00735,VIT_01s0127g00720
Vitvi01g00737,VIT_01s0127g00730
Vitvi01g00738,VIT_01s0127g00740
Vitvi01g00739,VIT_01s0127g00750
Vitvi01g00740,VIT_01s0127g00760
Vitvi01g00740,VIT_01s0127g00770
Vitvi01g00741,VIT_01s0127g00780
Vitvi01g00742,VIT_01s0127g00800
Vitvi01g00744,VIT_01s0127g00840
Vitvi01g00745,VIT_01s0127g00850
Vitvi01g00746,VIT_01s0127g00860
Vitvi01g00747,VIT_01s0127g00870
Vitvi01g00751,VIT_01s0127g00880
Vitvi01g00753,VIT_01s0127g00890
Vitvi01g00763,VIT_01s0026g00010
Vitvi01g00770,VIT_01s0026g00030
Vitvi01g00772,VIT_01s0026g00040
Vitvi01g00773,VIT_01s0026g00050
Vitvi01g00775,VIT_01s0026g00080
Vitvi01g00776,VIT_01s0026g00130
Vitvi01g00776,VIT_01s0026g00090
Vitvi01g00776,VIT_01s0026g00100
Vitvi01g00777,VIT_01s0026g00140
Vitvi01g00779,VIT_01s0026g00150
Vitvi01g00780,VIT_01s0026g00170
Vitvi01g00781,VIT_01s0026g00180
Vitvi01g00782,VIT_01s0026g00190
Vitvi01g00784,VIT_01s0026g00200
Vitvi01g00785,VIT_01s0026g00210
Vitvi01g00787,VIT_01s0026g00220
Vitvi01g00788,VIT_01s0026g00230
Vitvi01g00789,VIT_01s0026g00240
Vitvi01g00791,VIT_01s0026g00260
Vitvi01g00792,VIT_01s0026g00270
Vitvi01g00793,VIT_01s0026g00280
Vitvi01g00796,VIT_01s0026g00300
Vitvi01g00797,VIT_01s0026g00310
Vitvi01g00798,VIT_01s0026g00320
Vitvi01g00799,VIT_01s0026g00330
Vitvi01g00800,VIT_01s0026g00340
Vitvi01g00801,VIT_01s0026g00350
Vitvi01g00803,VIT_01s0026g00360
Vitvi01g00806,VIT_01s0026g00390
Vitvi01g00807,VIT_01s0026g00440
Vitvi01g00808,VIT_01s0026g00450
Vitvi01g00810,VIT_01s0026g00490
Vitvi01g00810,VIT_01s0026g00480
Vitvi01g00812,VIT_01s0026g00510
Vitvi01g00812,VIT_01s0026g00500
Vitvi01g00812,VIT_01s0026g00520
Vitvi01g00813,VIT_01s0026g00530
Vitvi01g00814,VIT_01s0026g00540
Vitvi01g00815,VIT_01s0026g00550
Vitvi01g00816,VIT_01s0026g00570
Vitvi01g00817,VIT_01s0026g00580
Vitvi01g00818,VIT_01s0026g00590
Vitvi01g00819,VIT_01s0026g00610
Vitvi01g00819,VIT_01s0026g00600
Vitvi01g00821,VIT_01s0026g00620
Vitvi01g00822,VIT_01s0026g00630
Vitvi01g00823,VIT_01s0026g00640
Vitvi01g00824,VIT_01s0026g00650
Vitvi01g00825,VIT_01s0026g00670
Vitvi01g00826,VIT_01s0026g00680
Vitvi01g00827,VIT_01s0026g00690
Vitvi01g00828,VIT_01s0026g00700
Vitvi01g00830,VIT_01s0026g00710
Vitvi01g00831,VIT_01s0026g00720
Vitvi01g00832,VIT_01s0026g00730
Vitvi01g00833,VIT_01s0026g00740
Vitvi01g00836,VIT_01s0026g00800
Vitvi01g00836,VIT_01s0026g00770
Vitvi01g00836,VIT_01s0026g00760
Vitvi01g00842,VIT_01s0026g00810
Vitvi01g00843,VIT_01s0026g00820
Vitvi01g00844,VIT_01s0026g00830
Vitvi01g00845,VIT_01s0026g00850
Vitvi01g00846,VIT_01s0026g00860
Vitvi01g00849,VIT_01s0026g00880
Vitvi01g00850,VIT_01s0026g00900
Vitvi01g00852,VIT_01s0026g00920
Vitvi01g00853,VIT_01s0026g00930
Vitvi01g00857,VIT_01s0026g00940
Vitvi01g00858,VIT_01s0026g00950
Vitvi01g00859,VIT_01s0026g00960
Vitvi01g00860,VIT_01s0026g00980
Vitvi01g00861,VIT_01s0026g00990
Vitvi01g00862,VIT_01s0026g01000
Vitvi01g00864,VIT_01s0026g01020
Vitvi01g00865,VIT_01s0026g01040
Vitvi01g00867,VIT_01s0026g01050
Vitvi01g00868,VIT_01s0026g01060
Vitvi01g00869,VIT_01s0026g01070
Vitvi01g00870,VIT_01s0026g01080
Vitvi01g00872,VIT_01s0026g01100
Vitvi01g00873,VIT_01s0026g01110
Vitvi01g00875,VIT_01s0026g01120
Vitvi01g00876,VIT_01s0026g01140
Vitvi01g00877,VIT_01s0026g01180
Vitvi01g00877,VIT_01s0026g01170
Vitvi01g00878,VIT_01s0026g01190
Vitvi01g00879,VIT_01s0026g01200
Vitvi01g00880,VIT_01s0026g01210
Vitvi01g00881,VIT_01s0026g01230
Vitvi01g00882,VIT_01s0026g01240
Vitvi01g00883,VIT_01s0026g01250
Vitvi01g00884,VIT_01s0026g01280
Vitvi01g00885,VIT_01s0026g01290
Vitvi01g00886,VIT_01s0026g01300
Vitvi01g00888,VIT_01s0026g01330
Vitvi01g00889,VIT_01s0026g01340
Vitvi01g00891,VIT_01s0026g01360
Vitvi01g00892,VIT_01s0026g01370
Vitvi01g00893,VIT_01s0026g01380
Vitvi01g00898,VIT_01s0026g01400
Vitvi01g00899,VIT_01s0026g01410
Vitvi01g00900,VIT_01s0026g01420
Vitvi01g00902,VIT_01s0026g01430
Vitvi01g00903,VIT_01s0026g01440
Vitvi01g00906,VIT_01s0026g01450
Vitvi01g00907,VIT_01s0026g01460
Vitvi01g00908,VIT_01s0026g01470
Vitvi01g00909,VIT_01s0026g01480
Vitvi01g00911,VIT_01s0026g01490
Vitvi01g00914,VIT_01s0026g01510
Vitvi01g00915,VIT_01s0026g01520
Vitvi01g00916,VIT_01s0026g01530
Vitvi01g00917,VIT_01s0026g01540
Vitvi01g00918,VIT_01s0026g01550
Vitvi01g00919,VIT_01s0026g01560
Vitvi01g00921,VIT_01s0026g01570
Vitvi01g00922,VIT_01s0026g01580
Vitvi01g00924,VIT_01s0026g01590
Vitvi01g00926,VIT_01s0026g01610
Vitvi01g00927,VIT_01s0026g01620
Vitvi01g00928,VIT_01s0026g01630
Vitvi01g00929,VIT_01s0026g01640
Vitvi01g00930,VIT_01s0026g01650
Vitvi01g00932,VIT_01s0026g01660
Vitvi01g00933,VIT_01s0026g01680
Vitvi01g00934,VIT_01s0026g01690
Vitvi01g00935,VIT_01s0026g01700
Vitvi01g00937,VIT_01s0026g01710
Vitvi01g00938,VIT_01s0026g01720
Vitvi01g00940,VIT_01s0026g01730
Vitvi01g00941,VIT_01s0026g01740
Vitvi01g00942,VIT_01s0026g01750
Vitvi01g00943,VIT_01s0026g01770
Vitvi01g00944,VIT_01s0026g01780
Vitvi01g00945,VIT_01s0026g01790
Vitvi01g00950,VIT_01s0026g01840
Vitvi01g00952,VIT_01s0026g01860
Vitvi01g00953,VIT_01s0026g01870
Vitvi01g00954,VIT_01s0026g01880
Vitvi01g00955,VIT_01s0026g01890
Vitvi01g00956,VIT_01s0026g01910
Vitvi01g00957,VIT_01s0026g01930
Vitvi01g00958,VIT_01s0026g01950
Vitvi01g00959,VIT_01s0026g01960
Vitvi01g00960,VIT_01s0026g01970
Vitvi01g00962,VIT_01s0026g02010
Vitvi01g00964,VIT_01s0026g02030
Vitvi01g00965,VIT_01s0026g02040
Vitvi01g00968,VIT_01s0026g02070
Vitvi01g00970,VIT_01s0026g02080
Vitvi01g00970,VIT_01s0026g02090
Vitvi01g00971,VIT_01s0026g02110
Vitvi01g00972,VIT_01s0026g02120
Vitvi01g00975,VIT_01s0026g02130
Vitvi01g00977,VIT_01s0026g02140
Vitvi01g00977,VIT_01s0026g02170
Vitvi01g00978,VIT_01s0113g00530
Vitvi01g00978,VIT_01s0113g00540
Vitvi01g00979,VIT_01s0026g02190
Vitvi01g00980,VIT_01s0026g02200
Vitvi01g00981,VIT_01s0026g02210
Vitvi01g00985,VIT_01s0026g02230
Vitvi01g00986,VIT_01s0026g02240
Vitvi01g00988,VIT_01s0026g02260
Vitvi01g00989,VIT_01s0026g02270
Vitvi01g00991,VIT_01s0026g02280
Vitvi01g00992,VIT_01s0026g02290
Vitvi01g00993,VIT_01s0026g02310
Vitvi01g00994,VIT_01s0026g02330
Vitvi01g00995,VIT_01s0026g02340
Vitvi01g00997,VIT_01s0026g02350
Vitvi01g00999,VIT_01s0026g02360
Vitvi01g01007,VIT_01s0026g02370
Vitvi01g01008,VIT_01s0026g02410
Vitvi01g01009,VIT_01s0026g02420
Vitvi01g01010,VIT_01s0026g02430
Vitvi01g01012,VIT_01s0026g02450
Vitvi01g01013,VIT_01s0026g02460
Vitvi01g01015,VIT_01s0026g02470
Vitvi01g01017,VIT_01s0026g02480
Vitvi01g01018,VIT_01s0026g02490
Vitvi01g01019,VIT_01s0026g02500
Vitvi01g01020,VIT_01s0026g02510
Vitvi01g01021,VIT_01s0026g02520
Vitvi01g01022,VIT_01s0026g02530
Vitvi01g01023,VIT_01s0026g02540
Vitvi01g01024,VIT_01s0026g02550
Vitvi01g01026,VIT_01s0026g02580
Vitvi01g01027,VIT_01s0026g02590
Vitvi01g01028,VIT_01s0026g02600
Vitvi01g01030,VIT_01s0026g02620
Vitvi01g01031,VIT_01s0026g02630
Vitvi01g01033,VIT_01s0026g02640
Vitvi01g01034,VIT_01s0026g02650
Vitvi01g01035,VIT_01s0026g02680
Vitvi01g01036,VIT_01s0026g02690
Vitvi01g01037,VIT_01s0026g02700
Vitvi01g01038,VIT_01s0026g02710
Vitvi01g01040,VIT_01s0026g02720
Vitvi01g01044,VIT_01s0026g02730
Vitvi01g01048,VIT_01s0026g02740
Vitvi01g01049,VIT_01s0026g02750
Vitvi01g01052,VIT_01s0026g02770
Vitvi01g01054,VIT_00s0352g00020
Vitvi01g01055,VIT_01s0182g00020
Vitvi01g01056,VIT_01s0182g00030
Vitvi01g01058,VIT_01s0182g00050
Vitvi01g01061,VIT_01s0182g00060
Vitvi01g01071,VIT_01s0182g00130
Vitvi01g01072,VIT_01s0182g00140
Vitvi01g01076,VIT_01s0182g00150
Vitvi01g01079,VIT_01s0182g00160
Vitvi01g01082,VIT_00s0261g00010
Vitvi01g01083,VIT_00s0261g00020
Vitvi01g01085,VIT_00s0261g00040
Vitvi01g01119,VIT_01s0113g00410
Vitvi01g01121,VIT_01s0113g00420
Vitvi01g01124,VIT_01s0113g00440
Vitvi01g01125,VIT_01s0113g00450
Vitvi01g01129,VIT_01s0113g00460
Vitvi01g01132,VIT_01s0113g00470
Vitvi01g01133,VIT_01s0113g00490
Vitvi01g01134,VIT_01s0113g00500
Vitvi01g01137,VIT_01s0113g00560
Vitvi01g01153,VIT_01s0011g00270
Vitvi01g01157,VIT_01s0011g00330
Vitvi01g01165,VIT_01s0011g00560
Vitvi01g01169,VIT_01s0010g00020
Vitvi01g01173,VIT_01s0010g00060
Vitvi01g01175,VIT_01s0010g00090
Vitvi01g01177,VIT_01s0010g00130
Vitvi01g01177,VIT_01s0010g00140
Vitvi01g01181,VIT_01s0010g00150
Vitvi01g01236,VIT_01s0010g00240
Vitvi01g01253,VIT_01s0010g00260
Vitvi01g01254,VIT_01s0010g00270
Vitvi01g01256,VIT_01s0010g00320
Vitvi01g01258,VIT_01s0010g00330
Vitvi01g01259,VIT_01s0010g00340
Vitvi01g01261,VIT_01s0010g00360
Vitvi01g01265,VIT_01s0010g00380
Vitvi01g01267,VIT_01s0010g00390
Vitvi01g01268,VIT_01s0010g00400
Vitvi01g01271,VIT_01s0010g00410
Vitvi01g01277,VIT_01s0010g00450
Vitvi01g01278,VIT_01s0010g00460
Vitvi01g01279,VIT_01s0010g00470
Vitvi01g01280,VIT_01s0010g00480
Vitvi01g01282,VIT_01s0010g00510
Vitvi01g01283,VIT_01s0010g00520
Vitvi01g01284,VIT_01s0010g00530
Vitvi01g01287,VIT_01s0010g00540
Vitvi01g01289,VIT_01s0010g00550
Vitvi01g01291,VIT_01s0010g00560
Vitvi01g01291,VIT_01s0010g00570
Vitvi01g01295,VIT_01s0010g00580
Vitvi01g01296,VIT_01s0010g00590
Vitvi01g01299,VIT_01s0010g00600
Vitvi01g01301,VIT_01s0010g00610
Vitvi01g01302,VIT_01s0010g00630
Vitvi01g01304,VIT_01s0010g00650
Vitvi01g01307,VIT_01s0010g00670
Vitvi01g01311,VIT_01s0010g00680
Vitvi01g01312,VIT_01s0010g00690
Vitvi01g01313,VIT_01s0010g00710
Vitvi01g01314,VIT_01s0010g00720
Vitvi01g01315,VIT_01s0010g00730
Vitvi01g01316,VIT_01s0010g00740
Vitvi01g01317,VIT_01s0010g00750
Vitvi01g01320,VIT_01s0010g00760
Vitvi01g01325,VIT_01s0010g00780
Vitvi01g01328,VIT_01s0010g00790
Vitvi01g01331,VIT_01s0010g00900
Vitvi01g01331,VIT_01s0010g00890
Vitvi01g01331,VIT_01s0010g00880
Vitvi01g01331,VIT_01s0010g00870
Vitvi01g01331,VIT_01s0010g00850
Vitvi01g01331,VIT_01s0010g00830
Vitvi01g01331,VIT_01s0010g00820
Vitvi01g01331,VIT_01s0010g00840
Vitvi01g01333,VIT_01s0010g00910
Vitvi01g01339,VIT_01s0010g00920
Vitvi01g01342,VIT_01s0010g00930
Vitvi01g01345,VIT_01s0010g00940
Vitvi01g01346,VIT_01s0010g00950
Vitvi01g01348,VIT_01s0010g00960
Vitvi01g01349,VIT_01s0010g00970
Vitvi01g01350,VIT_01s0010g00990
Vitvi01g01350,VIT_01s0010g00980
Vitvi01g01351,VIT_01s0010g01000
Vitvi01g01352,VIT_01s0010g01010
Vitvi01g01354,VIT_01s0010g01030
Vitvi01g01355,VIT_01s0010g01050
Vitvi01g01356,VIT_01s0010g01070
Vitvi01g01357,VIT_01s0010g01080
Vitvi01g01359,VIT_01s0010g01090
Vitvi01g01360,VIT_01s0010g01100
Vitvi01g01361,VIT_01s0010g01110
Vitvi01g01361,VIT_01s0010g01120
Vitvi01g01362,VIT_01s0010g01130
Vitvi01g01368,VIT_01s0010g01140
Vitvi01g01372,VIT_01s0010g01160
Vitvi01g01373,VIT_01s0010g01170
Vitvi01g01374,VIT_01s0010g01180
Vitvi01g01376,VIT_01s0010g01200
Vitvi01g01378,VIT_01s0010g01210
Vitvi01g01380,VIT_01s0010g01220
Vitvi01g01383,VIT_01s0010g01230
Vitvi01g01387,VIT_01s0010g01250
Vitvi01g01388,VIT_01s0010g01260
Vitvi01g01390,VIT_01s0010g01280
Vitvi01g01391,VIT_01s0010g01290
Vitvi01g01391,VIT_01s0010g01310
Vitvi01g01391,VIT_01s0010g01320
Vitvi01g01396,VIT_01s0010g01340
Vitvi01g01397,VIT_01s0010g01350
Vitvi01g01398,VIT_01s0010g01360
Vitvi01g01400,VIT_01s0010g01380
Vitvi01g01404,VIT_01s0010g01390
Vitvi01g01405,VIT_01s0010g01410
Vitvi01g01408,VIT_01s0010g01420
Vitvi01g01411,VIT_01s0010g01430
Vitvi01g01413,VIT_01s0010g01440
Vitvi01g01414,VIT_01s0010g01450
