new,old,loc
Vitvi14g02880,,LOC104881567
Vitvi14g02881,,LOC104881568
Vitvi14g02882,,LOC104881569
Vitvi14g02883,,LOC104881605
Vitvi14g02884,VIT_14s0006g03080,
Vitvi14g02885,VIT_14s0006g03100,LOC100855078
Vitvi14g02886,VIT_14s0006g03110,
Vitvi14g02887,VIT_14s0006g03190,LOC100246421
Vitvi14g02888,VIT_14s0006g03210,LOC100854949
Vitvi14g02889,VIT_14s0006g03220,LOC100254885
Vitvi14g02890,VIT_14s0006g03250,LOC100242900
Vitvi14g02891,VIT_14s0083g00020,LOC100244654
Vitvi14g02892,,LOC100263434
Vitvi14g02893,VIT_14s0083g00250,LOC100853032
Vitvi14g02894,VIT_14s0083g00260,LOC100853068
Vitvi14g02895,VIT_14s0083g00280,
Vitvi14g02896,VIT_14s0083g00310,
Vitvi14g02897,VIT_14s0083g00340,LOC100261655
Vitvi14g02898,,LOC100266979
Vitvi14g02899,VIT_14s0083g00380,LOC100244658
Vitvi14g02900,VIT_14s0083g00430,
Vitvi14g02901,VIT_14s0083g00470,
Vitvi14g02902,VIT_14s0083g00480,
Vitvi14g02903,VIT_14s0083g00490,
Vitvi14g02904,VIT_14s0083g00500,
Vitvi14g02905,VIT_14s0083g00570,
Vitvi14g02906,VIT_14s0083g00650,
Vitvi14g02907,VIT_14s0083g00670,LOC104881615
Vitvi14g02908,,LOC100853893
Vitvi14g02909,,LOC104881624
Vitvi14g02910,,LOC104881625
Vitvi14g02911,,LOC104881626
Vitvi14g02912,,LOC104881618
Vitvi14g02913,VIT_14s0083g00920,
Vitvi14g02914,,LOC100271948
Vitvi14g02915,,LOC104881628
Vitvi14g02916,VIT_14s0083g01070,LOC104881622
Vitvi14g02917,,LOC104881629
Vitvi14g02918,,LOC104881630
Vitvi14g02919,VIT_14s0083g01190,
Vitvi14g02920,,LOC104881631
Vitvi14g02921,,LOC104881632
Vitvi14g02922,VIT_14s0083g01230,
Vitvi14g02923,VIT_14s0068g00040,LOC100853270
Vitvi14g02924,VIT_14s0068g00050,LOC100855368
Vitvi14g02925,VIT_14s0068g00060,
Vitvi14g02926,VIT_14s0068g00080,LOC100253215
Vitvi14g02927,VIT_14s0068g00100,LOC100853183
Vitvi14g02927,VIT_14s0068g00090,LOC100853183
Vitvi14g02928,,LOC104877297
Vitvi14g02929,VIT_14s0068g00150,
Vitvi14g02930,VIT_14s0068g00160,LOC100854073
Vitvi14g02931,VIT_14s0068g00170,
Vitvi14g02932,VIT_14s0068g00190,
Vitvi14g02933,VIT_14s0068g00200,
Vitvi14g02934,VIT_14s0068g00210,LOC100254861
Vitvi14g02935,,LOC100259965
Vitvi14g02936,VIT_14s0068g00270,LOC100244709
Vitvi14g02937,,LOC104881634
Vitvi14g02938,,LOC104881651
Vitvi14g02939,VIT_14s0068g00320,
Vitvi14g02940,,LOC100271961
Vitvi14g02941,VIT_14s0068g00450,LOC100242969
Vitvi14g02942,VIT_14s0068g00460,LOC100242993
Vitvi14g02943,VIT_14s0068g00480,
Vitvi14g02944,VIT_14s0068g00490,
Vitvi14g02945,VIT_14s0068g00500,LOC100248116
Vitvi14g02946,VIT_14s0068g00510,
Vitvi14g02947,,LOC104881635
Vitvi14g02948,VIT_14s0068g00740,LOC100261750
Vitvi14g02949,VIT_14s0068g00750,
Vitvi14g02950,VIT_14s0068g00970,LOC100258356
Vitvi14g02951,,LOC104881644
Vitvi14g02952,VIT_14s0068g01250,
Vitvi14g02953,VIT_14s0068g01270,
Vitvi14g02954,VIT_14s0068g01310,LOC100258381
Vitvi14g02955,VIT_14s0068g01320,
Vitvi14g02956,VIT_14s0068g01340,LOC100254964
Vitvi14g02957,,LOC104881652
Vitvi14g02958,VIT_14s0068g01480,LOC100249748
Vitvi14g02959,VIT_14s0068g01600,
Vitvi14g02960,VIT_14s0068g01700,
Vitvi14g02961,VIT_14s0068g01720,LOC100242979
Vitvi14g02962,VIT_14s0068g01740,
Vitvi14g02963,,LOC104881653
Vitvi14g02964,VIT_14s0068g01820,LOC100246292
Vitvi14g02965,VIT_14s0068g01830,LOC100251434
Vitvi14g02966,,LOC104881648
Vitvi14g02967,VIT_14s0068g01850,LOC100256574
Vitvi14g02968,,LOC100271952
Vitvi14g02969,VIT_14s0068g01880,
Vitvi14g02970,VIT_14s0068g01900,LOC100266922
Vitvi14g02970,VIT_14s0068g01910,LOC100266922
Vitvi14g02971,VIT_14s0068g01990,LOC100265298
Vitvi14g02972,,LOC100248022
Vitvi14g02973,VIT_14s0068g02050,
Vitvi14g02974,VIT_14s0068g02100,
Vitvi14g02975,VIT_14s0068g02180,LOC104881650
Vitvi14g02976,,LOC104881655
Vitvi14g02977,VIT_14s0068g02230,
Vitvi14g02978,,LOC104881656
Vitvi14g02979,,LOC104881657
Vitvi14g02980,VIT_14s0068g02270,
Vitvi14g02981,VIT_14s0068g02310,
Vitvi14g02982,VIT_14s0068g02330,
Vitvi14g02983,VIT_14s0171g00030,
Vitvi14g02984,VIT_14s0171g00090,LOC100257790
Vitvi14g02985,VIT_14s0171g00120,LOC100247546
Vitvi14g02986,VIT_14s0171g00200,
Vitvi14g02987,VIT_14s0171g00240,LOC100257596
Vitvi14g02988,VIT_14s0171g00340,LOC100854805
Vitvi14g02989,VIT_14s0171g00350,
Vitvi14g02990,VIT_14s0171g00360,LOC100249110
Vitvi14g02991,VIT_14s0171g00430,LOC100247395
Vitvi14g02992,VIT_14s0171g00470,
Vitvi14g02993,VIT_14s0171g00500,
Vitvi14g02994,VIT_14s0219g00240,LOC104881664
Vitvi14g02995,VIT_14s0219g00260,
Vitvi14g02996,VIT_14s0219g00300,LOC104881662
Vitvi14g02997,VIT_14s0066g00120,LOC100244128
Vitvi14g02998,VIT_14s0066g00150,LOC100255968
Vitvi14g02999,VIT_14s0066g00280,
Vitvi14g03000,VIT_14s0066g00300,
Vitvi14g03001,VIT_14s0066g00470,LOC100262706
Vitvi14g03002,VIT_14s0066g00570,
Vitvi14g03003,VIT_14s0066g00600,LOC100268049
Vitvi14g03004,VIT_14s0066g00630,
Vitvi14g03005,VIT_14s0066g00660,
Vitvi14g03006,,LOC100261050
Vitvi14g03007,VIT_14s0066g00690,
Vitvi14g03008,VIT_14s0066g00700,LOC100255962
Vitvi14g03009,,LOC100250821
Vitvi14g03010,VIT_14s0066g00750,LOC100852430
Vitvi14g03011,VIT_14s0066g00760,
Vitvi14g03012,VIT_14s0066g00770,
Vitvi14g03013,,LOC100852461
Vitvi14g03014,,LOC104881667
Vitvi14g03015,VIT_14s0066g00780,LOC104881666
Vitvi14g03015,VIT_14s0066g00780,LOC100852579
Vitvi14g03016,VIT_14s0066g00840,LOC100852656
Vitvi14g03017,VIT_14s0066g01130,LOC100252494
Vitvi14g03018,VIT_14s0066g01140,LOC100247380
Vitvi14g03019,VIT_14s0066g01160,LOC100242250
Vitvi14g03020,VIT_14s0066g01220,LOC104881670
Vitvi14g03021,VIT_14s0066g01330,LOC100256007
Vitvi14g03022,VIT_14s0066g01350,
Vitvi14g03023,VIT_14s0066g01360,
Vitvi14g03024,VIT_14s0066g01470,LOC100853515
Vitvi14g03025,VIT_14s0066g01480,LOC100247319
Vitvi14g03026,VIT_14s0066g01490,
Vitvi14g03027,VIT_14s0066g01570,LOC104881673
Vitvi14g03028,VIT_14s0066g01680,
Vitvi14g03029,VIT_14s0066g01780,LOC100264617
Vitvi14g03030,VIT_14s0066g01810,LOC100249226
Vitvi14g03031,VIT_14s0066g01820,LOC100244055
Vitvi14g03032,VIT_14s0066g01830,LOC104881678
Vitvi14g03032,VIT_14s0066g01830,LOC100266391
Vitvi14g03033,VIT_14s0066g01840,LOC104881677
Vitvi14g03034,VIT_14s0066g01940,
Vitvi14g03035,VIT_14s0066g01950,LOC100262981
Vitvi14g03036,VIT_14s0066g01960,LOC100257620
Vitvi14g03037,VIT_14s0066g01970,LOC100257851
Vitvi14g03038,VIT_14s0066g01980,
Vitvi14g03039,VIT_14s0066g01990,LOC100259286
Vitvi14g03040,,LOC100854411
Vitvi14g03041,VIT_14s0066g02060,LOC100250791
Vitvi14g03042,VIT_14s0066g02080,
Vitvi14g03043,VIT_14s0066g02090,LOC100257701
Vitvi14g03044,VIT_14s0066g02100,LOC100252565
Vitvi14g03045,VIT_14s0066g02110,
Vitvi14g03046,VIT_14s0066g02120,
Vitvi14g03047,VIT_14s0066g02170,LOC100242241
Vitvi14g03048,,LOC104881680
Vitvi14g03049,VIT_14s0066g02420,
Vitvi14g03050,VIT_14s0066g02440,LOC100245719
Vitvi14g03051,VIT_14s0066g02510,
Vitvi14g03052,VIT_14s0066g02610,LOC100261167
Vitvi14g03053,VIT_14s0066g02640,
Vitvi14g03054,VIT_14s0066g02650,LOC104881685
Vitvi14g03055,VIT_14s0066g02660,LOC100256082
Vitvi14g03056,VIT_14s0066g02670,LOC104881686
Vitvi14g03057,VIT_14s0066g02680,LOC100245787
Vitvi14g03058,,LOC104881690
Vitvi14g03059,VIT_14s0108g00070,LOC100243896
Vitvi14g03060,VIT_14s0108g00100,LOC100266219
Vitvi14g03061,VIT_14s0108g00110,LOC100261014
Vitvi14g03062,VIT_14s0108g00160,LOC104881693
Vitvi14g03063,,LOC104881707
Vitvi14g03064,,LOC104881708
Vitvi14g03065,VIT_14s0108g00170,LOC104877357
Vitvi14g03066,,LOC104877332
Vitvi14g03067,,LOC104877279
Vitvi14g03068,VIT_14s0108g00180,
Vitvi14g03069,VIT_14s0108g00280,LOC100248942
Vitvi14g03070,,LOC104881710
Vitvi14g03071,,LOC100254302
Vitvi14g03072,VIT_14s0108g00300,LOC100244032
Vitvi14g03073,VIT_14s0108g00330,
Vitvi14g03074,VIT_14s0108g00340,LOC100268107
Vitvi14g03075,VIT_14s0108g00360,LOC104881695
Vitvi14g03076,,LOC100257613
Vitvi14g03077,,LOC104881711
Vitvi14g03078,VIT_14s0108g00450,LOC100242238
Vitvi14g03079,VIT_14s0108g00480,LOC100259339
Vitvi14g03080,VIT_14s0108g00530,
Vitvi14g03081,VIT_14s0108g00640,
Vitvi14g03082,VIT_14s0108g00670,
Vitvi14g03083,VIT_14s0108g00720,
Vitvi14g03084,VIT_14s0108g00740,LOC100250853
Vitvi14g03085,VIT_14s0108g00820,
Vitvi14g03086,VIT_14s0108g00900,
Vitvi14g03087,VIT_14s0108g00910,LOC100254140
Vitvi14g03088,VIT_14s0108g00960,
Vitvi14g03089,VIT_14s0108g00990,LOC100250761
Vitvi14g03090,,LOC104881698
Vitvi14g03091,,LOC100257672
Vitvi14g03092,,LOC104881699
Vitvi14g03093,VIT_14s0108g01140,LOC100257605
Vitvi14g03094,,LOC100271964
Vitvi14g03095,VIT_14s0108g01190,LOC100242230
Vitvi14g03096,VIT_14s0108g01310,LOC100252670
Vitvi14g03097,VIT_14s0108g01380,LOC100259259
Vitvi14g03098,VIT_14s0108g01570,LOC100262792
Vitvi14g03099,VIT_14s0108g01620,LOC100264653
Vitvi14g03099,VIT_14s0108g01610,LOC100264653
Vitvi14g03099,VIT_14s0108g01600,LOC100264653
Vitvi14g03099,VIT_14s0108g01590,LOC100264653
Vitvi14g03100,VIT_00s0788g00010,LOC104878510
Vitvi14g03100,VIT_00s0788g00010,LOC104878509
Vitvi14g03101,,LOC100854351
Vitvi14g03103,VIT_00s0400g00050,
Vitvi14g03104,VIT_00s0400g00040,
Vitvi14g03105,VIT_00s0400g00030,LOC100251551
Vitvi14g03105,VIT_00s0400g00020,LOC100251551
Vitvi14g03106,VIT_00s0400g00010,
Vitvi14g03107,VIT_00s0316g00060,
Vitvi14g03108,VIT_00s0316g00050,
Vitvi14g03109,,LOC104878329
Vitvi14g03110,VIT_00s0316g00040,LOC100260021
Vitvi14g03111,,LOC104878325
Vitvi14g03112,,LOC104878328
Vitvi14g03115,,LOC104878327
Vitvi14g03116,,LOC104878326
Vitvi14g03117,VIT_00s0316g00020,
Vitvi14g03118,VIT_00s0316g00010,LOC100855107
Vitvi14g03119,,LOC104878384
Vitvi14g03121,VIT_00s0397g00050,LOC100246274
Vitvi14g03122,VIT_00s0397g00040,
Vitvi14g03123,,LOC100263431
Vitvi14g03124,,LOC104877283
Vitvi14g03125,VIT_00s0397g00030,
Vitvi14g03126,,LOC100258289
Vitvi14g03127,VIT_00s0397g00020,LOC100253159
Vitvi14g03128,VIT_00s0397g00010,LOC100853774
Vitvi14g03131,VIT_00s0421g00040,LOC100253228
Vitvi14g03132,VIT_00s0421g00030,
Vitvi14g03133,VIT_00s0421g00020,
Vitvi14g03134,VIT_00s0421g00010,LOC104878400
Vitvi14g03135,,LOC104878574
Vitvi14g03137,VIT_00s1405g00010,LOC104878612
Vitvi14g03138,VIT_00s1405g00020,
Vitvi15g00004,VIT_15s0024g00040,LOC100232927
Vitvi15g00005,VIT_15s0024g00050,LOC100267748
Vitvi15g00005,VIT_15s0024g00060,LOC100267748
Vitvi15g00006,VIT_15s0024g00070,LOC100259124
Vitvi15g00009,VIT_15s0024g00090,LOC100245550
Vitvi15g00009,VIT_15s0024g00240,LOC100245550
Vitvi15g00009,VIT_15s0024g00190,LOC100245550
Vitvi15g00009,VIT_15s0024g00160,LOC100245550
Vitvi15g00009,VIT_15s0024g00130,LOC100245550
Vitvi15g00009,VIT_15s0024g00200,LOC100245550
Vitvi15g00010,VIT_15s0024g00250,
Vitvi15g00011,VIT_15s0024g00280,LOC100264300
Vitvi15g00011,VIT_15s0024g00260,LOC100264300
Vitvi15g00011,VIT_15s0024g00290,LOC100264300
Vitvi15g00011,VIT_15s0024g00300,LOC100264300
Vitvi15g00011,VIT_15s0024g00270,LOC100264300
Vitvi15g00014,VIT_15s0024g00350,LOC100247209
Vitvi15g00016,VIT_15s0024g00390,LOC100267754
Vitvi15g00017,VIT_15s0024g00400,LOC100245433
Vitvi15g00018,VIT_15s0024g00410,LOC100242017
Vitvi15g00020,VIT_15s0024g00440,LOC100260815
Vitvi15g00022,VIT_15s0024g00450,LOC100266018
Vitvi15g00027,VIT_15s0024g00470,LOC100248844
Vitvi15g00029,VIT_15s0024g00510,
Vitvi15g00031,,LOC104881750
Vitvi15g00037,VIT_15s0024g00550,LOC100254066
Vitvi15g00039,,LOC100248851
Vitvi15g00042,VIT_15s0024g00600,
Vitvi15g00044,VIT_15s0024g00620,LOC100250685
Vitvi15g00045,VIT_15s0024g00630,
Vitvi15g00046,VIT_15s0024g00640,LOC100243819
Vitvi15g00047,VIT_15s0024g00650,LOC100252274
Vitvi15g00048,VIT_15s0024g00660,LOC100248966
Vitvi15g00049,VIT_15s0024g00680,
Vitvi15g00050,VIT_15s0024g00700,LOC100262532
Vitvi15g00054,VIT_15s0024g00720,
Vitvi15g00059,,LOC100853419
Vitvi15g00059,,LOC104881746
Vitvi15g00062,VIT_15s0024g00730,LOC100267645
Vitvi15g00073,VIT_15s0024g00790,LOC100266146
Vitvi15g00076,VIT_15s0024g00820,LOC100245378
Vitvi15g00078,VIT_15s0024g00830,
Vitvi15g00079,VIT_15s0024g00850,LOC100232946
Vitvi15g00080,VIT_15s0024g00860,LOC100252352
Vitvi15g00080,VIT_15s0024g00880,LOC100252352
Vitvi15g00080,VIT_15s0024g00870,LOC100252352
Vitvi15g00082,VIT_15s0024g00890,LOC100257486
Vitvi15g00084,VIT_15s0024g00920,LOC100262611
Vitvi15g00084,VIT_15s0024g00910,LOC100262611
Vitvi15g00086,VIT_15s0024g00960,
Vitvi15g00099,VIT_15s0024g01030,LOC104881724
Vitvi15g00101,VIT_15s0024g01040,
Vitvi15g00103,VIT_15s0024g01050,
Vitvi15g00104,VIT_15s0024g01060,
Vitvi15g00106,VIT_15s0024g01090,
Vitvi15g00107,VIT_15s0024g01100,
Vitvi15g00110,VIT_15s0024g01170,LOC100260757
Vitvi15g00113,VIT_15s0024g01190,
Vitvi15g00114,VIT_15s0024g01200,
Vitvi15g00117,VIT_15s0024g01220,
Vitvi15g00120,VIT_15s0024g01230,LOC104881723
Vitvi15g00121,VIT_15s0024g01260,
Vitvi15g00122,VIT_15s0024g01270,LOC100252254
Vitvi15g00126,VIT_15s0024g01320,
Vitvi15g00130,,LOC104881741
Vitvi15g00137,VIT_15s0024g01360,
Vitvi15g00140,,LOC104881738
Vitvi15g00144,VIT_15s0024g01440,LOC100265967
Vitvi15g00146,VIT_15s0024g01450,
Vitvi15g00148,VIT_15s0024g01460,LOC100252371
Vitvi15g00149,VIT_15s0024g01470,LOC100243653
Vitvi15g00151,VIT_15s0024g01490,
Vitvi15g00152,VIT_15s0024g01500,
Vitvi15g00156,VIT_15s0024g01510,LOC100248788
Vitvi15g00158,VIT_15s0024g01530,LOC104881719
Vitvi15g00160,VIT_15s0024g01540,LOC100254124
Vitvi15g00163,VIT_15s0024g01580,
Vitvi15g00166,VIT_15s0024g01600,LOC104881717
Vitvi15g00172,VIT_15s0024g01630,LOC100245369
Vitvi15g00172,VIT_15s0024g01650,LOC100245369
Vitvi15g00172,VIT_15s0024g01640,LOC100245369
Vitvi15g00178,VIT_15s0024g01670,LOC100247260
Vitvi15g00179,VIT_15s0024g01680,
Vitvi15g00183,VIT_15s0024g01700,LOC100263713
Vitvi15g00189,,LOC104877419
Vitvi15g00190,VIT_15s0024g01770,
Vitvi15g00195,VIT_15s0024g01800,
Vitvi15g00196,VIT_15s0024g01810,LOC104881734
Vitvi15g00197,VIT_15s0024g01850,
Vitvi15g00202,VIT_15s0024g01910,LOC104881713
Vitvi15g00206,VIT_15s0024g01930,
Vitvi15g00209,VIT_15s0024g01960,
Vitvi15g00214,,LOC104881732
Vitvi15g00217,VIT_15s0024g01990,
Vitvi15g00224,VIT_15s0107g00070,
Vitvi15g00225,VIT_15s0107g00120,LOC100265532
Vitvi15g00227,VIT_15s0107g00130,LOC104881783
Vitvi15g00231,VIT_15s0107g00150,
Vitvi15g00233,VIT_15s0107g00160,
Vitvi15g00236,VIT_15s0107g00190,LOC104881786
Vitvi15g00237,VIT_15s0107g00210,LOC100260317
Vitvi15g00239,VIT_15s0107g00220,
Vitvi15g00240,VIT_15s0107g00230,
Vitvi15g00241,VIT_15s0107g00240,LOC100248442
Vitvi15g00244,VIT_15s0107g00270,LOC100260421
Vitvi15g00245,VIT_15s0107g00280,LOC100250170
Vitvi15g00245,VIT_15s0107g00290,LOC100250170
Vitvi15g00247,VIT_15s0107g00310,LOC100255239
Vitvi15g00248,VIT_15s0107g00320,LOC100250079
Vitvi15g00249,VIT_15s0107g00330,
Vitvi15g00250,VIT_15s0107g00340,LOC100246808
Vitvi15g00251,VIT_15s0107g00350,
Vitvi15g00254,VIT_15s0107g00380,LOC100253657
Vitvi15g00256,VIT_15s0107g00390,
Vitvi15g00257,VIT_15s0107g00400,LOC100243207
Vitvi15g00258,VIT_15s0107g00440,LOC100255228
Vitvi15g00258,VIT_15s0107g00430,LOC100255228
Vitvi15g00258,VIT_15s0107g00420,LOC100255228
Vitvi15g00258,VIT_15s0107g00410,LOC100255228
Vitvi15g00260,VIT_15s0107g00500,LOC100244930
Vitvi15g00260,VIT_15s0107g00480,LOC100244930
Vitvi15g00260,VIT_15s0107g00470,LOC100244930
Vitvi15g00260,VIT_15s0107g00460,LOC100244930
Vitvi15g00260,VIT_15s0107g00450,LOC100244930
Vitvi15g00260,VIT_15s0107g00490,LOC100244930
Vitvi15g00263,VIT_15s0107g00550,LOC100244941
Vitvi15g00265,VIT_15s0045g00030,LOC104881752
Vitvi15g00266,,LOC104881754
Vitvi15g00267,VIT_15s0045g00060,
Vitvi15g00269,VIT_15s0045g00090,
Vitvi15g00271,VIT_15s0045g00110,LOC100253424
Vitvi15g00272,VIT_15s0045g00160,
Vitvi15g00275,VIT_15s0045g00180,
Vitvi15g00275,VIT_15s0045g00190,
Vitvi15g00277,VIT_15s0045g00200,
Vitvi15g00281,VIT_15s0045g00230,
Vitvi15g00282,VIT_15s0045g00250,
Vitvi15g00285,VIT_15s0045g00270,
Vitvi15g00286,,LOC104881764
Vitvi15g00287,VIT_15s0045g00290,
Vitvi15g00288,VIT_15s0045g00300,
Vitvi15g00289,VIT_15s0045g00310,LOC100262312
Vitvi15g00291,VIT_15s0045g00330,LOC100260525
Vitvi15g00297,,LOC104881768
Vitvi15g00298,VIT_15s0045g00380,LOC100253773
Vitvi15g00300,VIT_15s0045g00420,
Vitvi15g00301,VIT_15s0045g00440,LOC100245933
Vitvi15g00302,VIT_15s0045g00450,
Vitvi15g00304,VIT_15s0045g00460,
Vitvi15g00305,VIT_15s0045g00480,
Vitvi15g00306,VIT_15s0045g00490,LOC100243632
Vitvi15g00307,VIT_15s0045g00500,LOC100854779
Vitvi15g00308,VIT_15s0045g00520,
Vitvi15g00310,VIT_15s0045g00530,LOC100265748
Vitvi15g00311,VIT_15s0045g00540,LOC100267470
Vitvi15g00314,VIT_15s0045g00640,LOC100265863
Vitvi15g00317,VIT_15s0045g00670,
Vitvi15g00321,VIT_15s0045g00710,LOC100855173
Vitvi15g00323,VIT_15s0045g00730,
Vitvi15g00325,VIT_15s0045g00750,
Vitvi15g00327,VIT_15s0045g00760,
Vitvi15g00329,VIT_15s0045g00800,
Vitvi15g00330,,LOC104881770
Vitvi15g00331,VIT_15s0045g00880,LOC100258927
Vitvi15g00334,,LOC104881772
Vitvi15g00335,VIT_15s0045g00980,LOC100265340
Vitvi15g00339,,LOC104881773
Vitvi15g00340,VIT_15s0045g01030,
Vitvi15g00341,VIT_15s0045g01040,
Vitvi15g00344,VIT_15s0045g01060,
Vitvi15g00347,,LOC104881775
Vitvi15g00349,VIT_15s0045g01090,LOC100265400
Vitvi15g00352,VIT_15s0045g01110,LOC100246500
Vitvi15g00352,VIT_15s0045g01110,LOC104881760
Vitvi15g00357,VIT_15s0045g01130,LOC100244733
Vitvi15g00359,VIT_15s0045g01160,LOC100263729
Vitvi15g00360,VIT_15s0045g01170,LOC100263739
Vitvi15g00360,VIT_15s0045g01170,LOC104881761
Vitvi15g00360,VIT_15s0045g01190,LOC100263739
Vitvi15g00360,VIT_15s0045g01190,LOC104881761
Vitvi15g00362,VIT_15s0045g01200,LOC100256860
Vitvi15g00364,VIT_15s0045g01230,LOC100255104
Vitvi15g00365,VIT_15s0045g01250,LOC104881762
Vitvi15g00365,VIT_15s0045g01250,LOC100248224
Vitvi15g00367,VIT_15s0045g01260,
Vitvi15g00368,VIT_15s0045g01270,
Vitvi15g00370,VIT_15s0045g01280,
Vitvi15g00372,VIT_15s0045g01290,
Vitvi15g00373,VIT_15s0045g01310,LOC100241478
Vitvi15g00377,VIT_15s0045g01340,LOC100246602
Vitvi15g00380,VIT_15s0045g01370,LOC104881779
Vitvi15g00384,VIT_15s0045g01390,
Vitvi15g00388,,LOC104881782
Vitvi15g00390,VIT_15s0045g01430,
Vitvi15g00392,VIT_15s0045g01440,
Vitvi15g00392,VIT_15s0045g01450,
Vitvi15g00395,VIT_15s0045g01470,
Vitvi15g00395,VIT_15s0045g01460,
Vitvi15g00396,VIT_15s0045g01490,LOC100251741
Vitvi15g00397,VIT_15s0045g01520,LOC100256874
Vitvi15g00399,VIT_15s0045g01590,LOC100261967
Vitvi15g00404,VIT_15s0021g00010,
Vitvi15g00405,VIT_15s0021g00030,
Vitvi15g00406,VIT_15s0021g00040,LOC100252221
Vitvi15g00407,VIT_15s0021g00070,LOC100250668
Vitvi15g00410,VIT_15s0021g00090,LOC100243575
Vitvi15g00411,,LOC100854617
Vitvi15g00412,VIT_15s0021g00160,
Vitvi15g00413,VIT_15s0021g00180,
Vitvi15g00415,VIT_15s0021g00200,
Vitvi15g00419,VIT_15s0021g00210,LOC100247844
Vitvi15g00424,VIT_15s0021g00220,LOC100259790
Vitvi15g00427,VIT_15s0021g00230,
Vitvi15g00428,VIT_15s0021g00250,LOC100259890
Vitvi15g00431,VIT_15s0021g00270,LOC100251295
Vitvi15g00432,VIT_15s0021g00310,LOC100246155
Vitvi15g00433,VIT_15s0021g00320,LOC100854237
Vitvi15g00434,VIT_15s0021g00330,LOC100263313
Vitvi15g00440,VIT_15s0021g00430,LOC100261621
Vitvi15g00443,VIT_15s0021g00450,LOC100249656
Vitvi15g00445,VIT_15s0021g00460,LOC100244506
Vitvi15g00447,VIT_15s0021g00470,LOC100247838
Vitvi15g00448,VIT_15s0021g00480,LOC100266825
Vitvi15g00450,VIT_15s0021g00490,
Vitvi15g00452,VIT_15s0021g00500,LOC100261633
Vitvi15g00457,VIT_15s0021g00520,LOC100244411
Vitvi15g00458,VIT_15s0021g00530,LOC100256535
Vitvi15g00459,VIT_15s0021g00540,LOC100251390
Vitvi15g00460,VIT_15s0021g00550,LOC104881840
Vitvi15g00463,VIT_15s0021g00570,LOC100246253
Vitvi15g00465,VIT_15s0021g00580,
Vitvi15g00466,,LOC104881839
Vitvi15g00472,VIT_15s0021g00600,
Vitvi15g00473,VIT_15s0021g00610,LOC100240976
Vitvi15g00476,VIT_15s0021g00620,
Vitvi15g00477,VIT_15s0021g00640,LOC100263235
Vitvi15g00478,VIT_15s0021g00650,LOC100258098
Vitvi15g00480,VIT_15s0021g00700,LOC104881817
Vitvi15g00480,VIT_15s0021g00700,LOC104881816
Vitvi15g00485,VIT_15s0021g00720,
Vitvi15g00486,VIT_15s0021g00730,
Vitvi15g00490,VIT_15s0021g00750,
Vitvi15g00492,VIT_15s0021g00830,LOC100252967
Vitvi15g00494,VIT_15s0021g00840,LOC104881836
Vitvi15g00495,VIT_15s0021g00850,LOC100247850
Vitvi15g00497,VIT_15s0021g00860,
Vitvi15g00499,VIT_15s0021g00870,
Vitvi15g00500,VIT_15s0021g00880,LOC100263389
Vitvi15g00502,VIT_15s0021g00910,LOC100253120
Vitvi15g00504,VIT_15s0021g00920,LOC100242707
Vitvi15g00505,VIT_15s0021g00930,LOC100264976
Vitvi15g00507,VIT_15s0021g00940,LOC100264994
Vitvi15g00509,VIT_15s0021g00950,LOC100266726
Vitvi15g00510,VIT_15s0021g00960,LOC100259799
Vitvi15g00510,VIT_15s0021g00960,LOC104881813
Vitvi15g00511,VIT_15s0021g00970,LOC100254696
Vitvi15g00513,VIT_15s0021g00980,LOC100261523
Vitvi15g00514,VIT_15s0021g00990,LOC100249579
Vitvi15g00516,VIT_15s0021g01000,LOC100244425
Vitvi15g00517,VIT_15s0021g01010,LOC100256437
Vitvi15g00518,VIT_15s0021g01020,LOC100266745
Vitvi15g00520,VIT_15s0021g01040,LOC100261547
Vitvi15g00522,VIT_15s0021g01060,LOC100265053
Vitvi15g00523,VIT_15s0021g01080,LOC100249636
Vitvi15g00524,VIT_15s0021g01110,
Vitvi15g00526,VIT_15s0021g01130,LOC100256456
Vitvi15g00527,VIT_15s0021g01140,LOC100266801
Vitvi15g00528,VIT_15s0021g01150,LOC100256510
Vitvi15g00529,VIT_15s0021g01180,LOC100246164
Vitvi15g00530,VIT_15s0021g01190,LOC104881812
Vitvi15g00531,VIT_15s0021g01210,LOC100241055
Vitvi15g00532,VIT_15s0021g01220,LOC100263384
Vitvi15g00533,VIT_15s0021g01230,LOC100258244
Vitvi15g00534,VIT_15s0021g01250,LOC100242687
Vitvi15g00534,VIT_15s0021g01260,LOC100242687
Vitvi15g00537,VIT_15s0021g01280,LOC100263322
Vitvi15g00538,VIT_15s0021g01300,LOC100259772
Vitvi15g00539,VIT_15s0021g01310,LOC100254670
Vitvi15g00540,VIT_15s0021g01320,LOC100253051
Vitvi15g00541,VIT_15s0021g01330,LOC100258184
Vitvi15g00542,VIT_15s0021g01340,LOC100247928
Vitvi15g00543,VIT_15s0021g01350,LOC100242780
Vitvi15g00544,VIT_15s0021g01370,LOC100266721
Vitvi15g00545,VIT_15s0021g01380,LOC100261519
Vitvi15g00547,VIT_15s0021g01390,LOC100265072
Vitvi15g00548,VIT_15s0021g01410,LOC100254766
Vitvi15g00549,VIT_15s0021g01420,LOC100259885
