new,old,loc
Vitvi15g00554,VIT_15s0021g01430,LOC100246137
Vitvi15g00555,VIT_15s0021g01460,LOC100253028
Vitvi15g00555,VIT_15s0021g01500,LOC100253028
Vitvi15g00556,VIT_15s0021g01510,LOC100242763
Vitvi15g00557,VIT_15s0021g01520,LOC100259863
Vitvi15g00558,VIT_15s0021g01530,LOC100254750
Vitvi15g00562,VIT_15s0021g01540,LOC100244501
Vitvi15g00563,VIT_15s0021g01550,LOC100266818
Vitvi15g00564,VIT_15s0021g01560,LOC100251361
Vitvi15g00565,VIT_15s0021g01580,LOC100261627
Vitvi15g00566,VIT_15s0021g01620,LOC100242681
Vitvi15g00567,VIT_15s0021g01660,LOC100246249
Vitvi15g00568,VIT_15s0021g01680,LOC100256428
Vitvi15g00569,VIT_15s0021g01730,LOC100258156
Vitvi15g00570,VIT_15s0021g01750,LOC100253023
Vitvi15g00571,VIT_15s0021g01760,LOC100241128
Vitvi15g00572,VIT_15s0021g01810,LOC100263231
Vitvi15g00573,VIT_15s0021g01840,LOC100253107
Vitvi15g00574,VIT_15s0021g01850,LOC100258093
Vitvi15g00575,,LOC100247978
Vitvi15g00577,VIT_15s0021g01860,LOC104881830
Vitvi15g00578,VIT_15s0021g01870,LOC100252961
Vitvi15g00579,VIT_15s0021g01880,LOC100264963
Vitvi15g00581,VIT_15s0021g01910,LOC100249550
Vitvi15g00582,VIT_15s0021g01920,LOC100244389
Vitvi15g00584,VIT_15s0021g01940,LOC100256424
Vitvi15g00585,,LOC104881805
Vitvi15g00590,,LOC104881829
Vitvi15g00593,VIT_15s0021g02030,LOC100266789
Vitvi15g00594,VIT_15s0021g02040,LOC100256500
Vitvi15g00595,VIT_15s0021g02050,LOC100247848
Vitvi15g00597,VIT_15s0021g02060,LOC100253104
Vitvi15g00600,VIT_15s0021g02090,LOC100242705
Vitvi15g00601,VIT_15s0021g02110,LOC100256420
Vitvi15g00604,,LOC100264989
Vitvi15g00606,VIT_15s0021g02140,LOC100241021
Vitvi15g00607,,LOC100263281
Vitvi15g00607,,LOC104881799
Vitvi15g00607,,LOC104881798
Vitvi15g00610,VIT_15s0021g02170,LOC100259793
Vitvi15g00611,VIT_15s0021g02180,LOC100247895
Vitvi15g00612,VIT_15s0021g02190,LOC100242750
Vitvi15g00613,VIT_15s0021g02200,LOC100265039
Vitvi15g00614,VIT_15s0021g02230,LOC100249575
Vitvi15g00615,VIT_15s0021g02240,LOC100254744
Vitvi15g00616,VIT_15s0021g02260,LOC100244472
Vitvi15g00617,VIT_15s0021g02270,LOC100244418
Vitvi15g00618,VIT_15s0021g02280,LOC100251349
Vitvi15g00619,VIT_15s0021g02290,LOC100246212
Vitvi15g00620,VIT_15s0021g02300,LOC100266738
Vitvi15g00621,,LOC100261542
Vitvi15g00624,VIT_15s0021g02340,
Vitvi15g00625,VIT_15s0021g02350,
Vitvi15g00626,VIT_15s0021g02370,LOC100855187
Vitvi15g00627,VIT_15s0021g02390,
Vitvi15g00628,VIT_15s0021g02410,LOC100256452
Vitvi15g00629,VIT_15s0021g02420,LOC100247890
Vitvi15g00630,VIT_15s0021g02430,
Vitvi15g00631,VIT_15s0021g02440,
Vitvi15g00632,VIT_15s0021g02450,LOC100265034
Vitvi15g00633,VIT_15s0021g02460,LOC100251298
Vitvi15g00634,VIT_15s0021g02480,LOC100246159
Vitvi15g00635,VIT_15s0021g02500,
Vitvi15g00636,VIT_15s0021g02510,LOC100244467
Vitvi15g00637,VIT_15s0021g02610,LOC100261590
Vitvi15g00637,VIT_15s0021g02600,LOC100261590
Vitvi15g00637,VIT_15s0021g02590,LOC100261590
Vitvi15g00637,VIT_15s0021g02540,LOC100261590
Vitvi15g00637,VIT_15s0021g02570,LOC100261590
Vitvi15g00637,VIT_15s0021g02580,LOC100261590
Vitvi15g00637,VIT_15s0021g02560,LOC100261590
Vitvi15g00637,VIT_15s0021g02550,LOC100261590
Vitvi15g00638,VIT_15s0021g02650,LOC100258224
Vitvi15g00639,VIT_15s0021g02660,LOC100247967
Vitvi15g00640,VIT_15s0021g02670,LOC100259926
Vitvi15g00641,VIT_15s0021g02680,LOC100254818
Vitvi15g00642,VIT_15s0021g02690,LOC100244381
Vitvi15g00643,VIT_15s0021g02700,LOC100253046
Vitvi15g00644,VIT_15s0021g02710,LOC100247922
Vitvi15g00646,VIT_15s0021g02730,LOC100251258
Vitvi15g00647,VIT_15s0021g02760,LOC104881792
Vitvi15g00648,VIT_15s0021g02770,LOC100247884
Vitvi15g00650,VIT_15s0021g02780,LOC100265029
Vitvi15g00653,VIT_15s0021g02790,LOC100259843
Vitvi15g00654,VIT_15s0021g02800,
Vitvi15g00655,VIT_15s0021g02850,LOC100251342
Vitvi15g00656,VIT_15s0021g02870,
Vitvi15g00657,VIT_15s0048g00050,
Vitvi15g00659,VIT_15s0048g00080,
Vitvi15g00660,VIT_15s0048g00090,
Vitvi15g00663,VIT_15s0048g00120,LOC104881876
Vitvi15g00663,VIT_15s0048g00120,LOC100251335
Vitvi15g00667,VIT_15s0048g00130,
Vitvi15g00668,VIT_15s0048g00140,
Vitvi15g00670,VIT_15s0048g00160,
Vitvi15g00673,VIT_15s0048g00170,
Vitvi15g00674,VIT_15s0048g00190,LOC100264273
Vitvi15g00675,VIT_15s0048g00200,
Vitvi15g00676,VIT_15s0048g00210,LOC100854105
Vitvi15g00677,VIT_15s0048g00220,LOC100257387
Vitvi15g00678,VIT_15s0048g00230,LOC100262506
Vitvi15g00679,VIT_15s0048g00240,LOC104881875
Vitvi15g00679,VIT_15s0048g00240,LOC100248919
Vitvi15g00680,VIT_15s0048g00270,LOC100267664
Vitvi15g00682,VIT_15s0048g00310,LOC100259142
Vitvi15g00684,VIT_15s0048g00320,LOC100264319
Vitvi15g00687,VIT_15s0048g00340,LOC100247175
Vitvi15g00690,VIT_15s0048g00370,LOC100262551
Vitvi15g00691,VIT_15s0048g00380,LOC100267711
Vitvi15g00692,VIT_15s0048g00390,LOC100260957
Vitvi15g00693,VIT_15s0048g00400,
Vitvi15g00693,VIT_15s0048g00410,
Vitvi15g00694,VIT_15s0048g00420,LOC100245397
Vitvi15g00695,VIT_15s0048g00430,LOC100243840
Vitvi15g00696,VIT_15s0048g00440,LOC100248989
Vitvi15g00697,,LOC100250526
Vitvi15g00698,VIT_15s0048g00460,LOC100254094
Vitvi15g00699,VIT_15s0048g00470,LOC100259210
Vitvi15g00701,VIT_15s0048g00480,
Vitvi15g00702,VIT_15s0048g00490,LOC100242101
Vitvi15g00703,VIT_15s0048g00500,LOC100252362
Vitvi15g00704,VIT_15s0048g00510,LOC100255703
Vitvi15g00705,VIT_15s0048g00520,LOC100267781
Vitvi15g00706,VIT_15s0048g00530,LOC100260776
Vitvi15g00707,VIT_15s0048g00540,LOC100265981
Vitvi15g00708,VIT_15s0048g00550,LOC100243667
Vitvi15g00709,VIT_15s0048g00560,LOC100250589
Vitvi15g00710,VIT_15s0048g00580,LOC100248806
Vitvi15g00711,VIT_15s0048g00590,LOC100260842
Vitvi15g00713,VIT_15s0048g00600,LOC100253897
Vitvi15g00714,VIT_15s0048g00630,LOC100259034
Vitvi15g00715,VIT_15s0048g00640,LOC100248878
Vitvi15g00716,VIT_15s0048g00650,LOC100253972
Vitvi15g00718,VIT_15s0048g00660,LOC100264435
Vitvi15g00719,VIT_15s0048g00670,LOC100242146
Vitvi15g00721,VIT_15s0048g00680,LOC100247285
Vitvi15g00723,VIT_15s0048g00690,LOC100241999
Vitvi15g00724,VIT_15s0048g00700,LOC100245353
Vitvi15g00725,VIT_15s0048g00710,LOC100252406
Vitvi15g00726,VIT_15s0048g00730,LOC100260735
Vitvi15g00726,VIT_15s0048g00720,LOC100260735
Vitvi15g00727,VIT_15s0048g00740,LOC100257531
Vitvi15g00728,VIT_15s0048g00750,LOC100262665
Vitvi15g00731,VIT_15s0048g00770,LOC100266167
Vitvi15g00732,VIT_15s0048g00780,LOC100245513
Vitvi15g00733,VIT_15s0048g00800,LOC100250634
Vitvi15g00734,VIT_15s0048g00810,LOC100243847
Vitvi15g00734,VIT_15s0048g00820,LOC100243847
Vitvi15g00735,VIT_15s0048g00830,LOC100255815
Vitvi15g00736,VIT_15s0048g00840,LOC100248994
Vitvi15g00737,VIT_15s0048g00850,LOC100254100
Vitvi15g00739,VIT_15s0048g00860,LOC100257496
Vitvi15g00740,VIT_15s0048g00870,LOC100262627
Vitvi15g00741,VIT_15s0048g00890,LOC100260883
Vitvi15g00742,VIT_15s0048g00900,LOC100266090
Vitvi15g00743,VIT_15s0048g00910,LOC100245470
Vitvi15g00744,VIT_15s0048g00920,LOC100250596
Vitvi15g00744,VIT_15s0048g00930,LOC100250596
Vitvi15g00745,VIT_15s0048g00940,LOC100255780
Vitvi15g00746,VIT_15s0048g00950,LOC100260848
Vitvi15g00747,VIT_15s0048g00960,LOC100243773
Vitvi15g00748,VIT_15s0048g00970,LOC100248925
Vitvi15g00749,,LOC104881872
Vitvi15g00751,,LOC104881893
Vitvi15g00752,VIT_15s0048g01040,LOC100259113
Vitvi15g00753,VIT_15s0048g01050,LOC100854402
Vitvi15g00754,VIT_15s0048g01060,LOC100242001
Vitvi15g00758,VIT_15s0048g01070,LOC100247141
Vitvi15g00759,VIT_15s0048g01090,LOC100247180
Vitvi15g00760,VIT_15s0048g01100,LOC100252297
Vitvi15g00761,VIT_15s0048g01110,LOC100257432
Vitvi15g00762,VIT_15s0048g01120,LOC100257393
Vitvi15g00763,VIT_15s0048g01130,LOC100262514
Vitvi15g00764,VIT_15s0048g01140,LOC100267673
Vitvi15g00765,VIT_15s0048g01150,LOC100245358
Vitvi15g00766,VIT_15s0048g01160,LOC100250490
Vitvi15g00767,VIT_15s0048g01170,LOC100255668
Vitvi15g00768,VIT_15s0048g01180,LOC100265949
Vitvi15g00769,,LOC104881871
Vitvi15g00770,VIT_15s0048g01200,LOC100254106
Vitvi15g00771,VIT_15s0048g01210,LOC100259224
Vitvi15g00772,VIT_15s0048g01220,LOC100264400
Vitvi15g00773,VIT_15s0048g01230,LOC100262557
Vitvi15g00774,VIT_15s0048g01250,LOC100232995
Vitvi15g00774,VIT_15s0048g01240,LOC100232995
Vitvi15g00775,VIT_15s0048g01260,LOC100242115
Vitvi15g00776,VIT_15s0048g01270,LOC100232868
Vitvi15g00781,VIT_15s0048g01310,LOC100252372
Vitvi15g00781,VIT_15s0048g01300,LOC100252372
Vitvi15g00782,VIT_15s0048g01320,LOC100257500
Vitvi15g00783,VIT_15s0048g01330,LOC100262633
Vitvi15g00785,VIT_15s0048g01340,LOC100267790
Vitvi15g00786,,LOC100245476
Vitvi15g00787,,LOC100260853
Vitvi15g00789,VIT_15s0048g01390,LOC100260783
Vitvi15g00790,VIT_15s0048g01400,LOC100248891
Vitvi15g00791,VIT_15s0048g01410,LOC100265985
Vitvi15g00792,VIT_15s0048g01420,LOC100253984
Vitvi15g00793,VIT_15s0048g01430,LOC100854414
Vitvi15g00794,VIT_15s0048g01440,
Vitvi15g00795,VIT_15s0048g01490,LOC100243672
Vitvi15g00796,VIT_15s0048g01500,
Vitvi15g00804,VIT_15s0048g01590,LOC100266067
Vitvi15g00805,VIT_15s0048g01600,LOC100253903
Vitvi15g00806,,LOC104881891
Vitvi15g00807,,LOC100259121
Vitvi15g00808,VIT_15s0048g01610,LOC100264296
Vitvi15g00810,VIT_15s0048g01650,LOC100247154
Vitvi15g00811,VIT_15s0048g01700,LOC100259039
Vitvi15g00812,VIT_15s0048g01710,LOC104881870
Vitvi15g00813,VIT_15s0048g01720,LOC100264212
Vitvi15g00814,VIT_15s0048g01730,LOC100265961
Vitvi15g00815,VIT_15s0048g01740,LOC100242152
Vitvi15g00816,VIT_15s0048g01750,LOC100243647
Vitvi15g00817,VIT_15s0048g01760,LOC100254117
Vitvi15g00818,VIT_15s0048g01770,LOC100259238
Vitvi15g00819,VIT_15s0048g01780,LOC100247290
Vitvi15g00820,VIT_15s0048g01790,LOC100264412
Vitvi15g00821,VIT_15s0048g01810,LOC100252411
Vitvi15g00823,VIT_15s0048g01830,LOC100262644
Vitvi15g00824,VIT_15s0048g01840,LOC100267800
Vitvi15g00825,VIT_15s0048g01850,LOC100257538
Vitvi15g00826,VIT_15s0048g01860,LOC104881869
Vitvi15g00827,VIT_15s0048g01870,LOC100262670
Vitvi15g00828,VIT_15s0048g01880,LOC100250612
Vitvi15g00829,VIT_15s0048g01890,LOC100267827
Vitvi15g00830,,LOC104881868
Vitvi15g00831,VIT_15s0048g01920,LOC100245516
Vitvi15g00832,VIT_15s0048g01930,LOC100243753
Vitvi15g00833,VIT_15s0048g01940,LOC100253996
Vitvi15g00834,VIT_15s0048g01950,LOC100259125
Vitvi15g00835,VIT_15s0048g01970,LOC100264301
Vitvi15g00835,VIT_15s0048g01960,LOC100264301
Vitvi15g00837,VIT_15s0048g01980,LOC100250638
Vitvi15g00838,VIT_15s0048g01990,LOC100255820
Vitvi15g00839,VIT_15s0048g02000,LOC100260889
Vitvi15g00840,VIT_15s0048g02010,LOC100266096
Vitvi15g00841,VIT_15s0048g02020,LOC100247159
Vitvi15g00842,VIT_15s0048g02030,LOC100243778
Vitvi15g00843,VIT_15s0048g02060,LOC100257406
Vitvi15g00844,VIT_15s0048g02070,LOC100248930
Vitvi15g00845,VIT_15s0048g02080,LOC100267692
Vitvi15g00846,VIT_15s0048g02090,LOC100250507
Vitvi15g00847,VIT_15s0048g02120,LOC104881864
Vitvi15g00849,VIT_15s0048g02140,LOC100264330
Vitvi15g00849,VIT_15s0048g02140,LOC104881862
Vitvi15g00852,VIT_15s0048g02150,LOC100242047
Vitvi15g00852,VIT_15s0048g02150,LOC104881861
Vitvi15g00853,VIT_15s0048g02180,LOC100254125
Vitvi15g00854,VIT_15s0048g02190,LOC100247185
Vitvi15g00855,VIT_15s0048g02200,LOC100259246
Vitvi15g00856,VIT_15s0048g02210,LOC100252305
Vitvi15g00857,VIT_15s0048g02220,LOC104881860
Vitvi15g00858,VIT_15s0048g02250,LOC100242133
Vitvi15g00859,VIT_15s0048g02260,LOC100247268
Vitvi15g00862,VIT_15s0048g02350,LOC100267721
Vitvi15g00863,VIT_15s0048g02370,LOC100259130
Vitvi15g00864,VIT_15s0048g02380,LOC100264308
Vitvi15g00867,VIT_15s0048g02390,LOC100245405
Vitvi15g00868,,LOC100262540
Vitvi15g00869,VIT_15s0048g02400,LOC100267700
Vitvi15g00870,VIT_15s0048g02410,LOC100250535
Vitvi15g00870,VIT_15s0048g02420,LOC100250535
Vitvi15g00871,VIT_15s0048g02430,LOC100255716
Vitvi15g00873,VIT_15s0048g02450,LOC100255690
Vitvi15g00874,VIT_15s0048g02460,LOC100260763
Vitvi15g00875,VIT_15s0048g02490,LOC100265990
Vitvi15g00876,VIT_15s0048g02510,LOC100248794
Vitvi15g00877,VIT_15s0048g02520,LOC100259043
Vitvi15g00878,VIT_15s0048g02530,LOC100253908
Vitvi15g00879,VIT_15s0048g02540,LOC100253885
Vitvi15g00880,VIT_15s0048g02550,
Vitvi15g00881,VIT_15s0048g02560,LOC100259252
Vitvi15g00882,VIT_15s0048g02570,LOC104881854
Vitvi15g00883,VIT_15s0048g02580,LOC100264423
Vitvi15g00884,VIT_15s0048g02590,LOC100242137
Vitvi15g00885,VIT_15s0048g02600,LOC100243677
Vitvi15g00886,VIT_15s0048g02620,LOC100256815
Vitvi15g00887,VIT_15s0048g02630,LOC100257521
Vitvi15g00888,VIT_15s0048g02650,LOC100267812
Vitvi15g00889,VIT_15s0048g02660,LOC100245500
Vitvi15g00890,VIT_15s0048g02670,LOC100250624
Vitvi15g00893,VIT_15s0048g02680,LOC100264217
Vitvi15g00894,VIT_15s0048g02690,LOC100260872
Vitvi15g00895,VIT_15s0048g02700,LOC100241942
Vitvi15g00896,VIT_15s0048g02720,LOC100247295
Vitvi15g00899,VIT_15s0048g02730,LOC100252416
Vitvi15g00900,VIT_15s0048g02740,LOC100254007
Vitvi15g00901,VIT_15s0048g02750,LOC104881851
Vitvi15g00902,VIT_15s0048g02760,LOC100257546
Vitvi15g00903,VIT_15s0048g02770,LOC100262678
Vitvi15g00904,VIT_15s0048g02790,
Vitvi15g00905,VIT_15s0048g02810,LOC100257419
Vitvi15g00906,VIT_15s0048g02820,LOC100262545
Vitvi15g00907,VIT_15s0048g02830,LOC100245390
Vitvi15g00908,VIT_15s0048g02840,LOC100250518
Vitvi15g00909,VIT_15s0048g02850,LOC100255696
Vitvi15g00910,VIT_15s0048g02860,LOC100267831
Vitvi15g00912,VIT_15s0048g02870,LOC100245524
Vitvi15g00913,VIT_15s0048g02880,LOC104881849
Vitvi15g00913,VIT_15s0048g02880,LOC100271940
Vitvi15g00914,VIT_15s0048g02890,LOC100854258
Vitvi15g00915,VIT_15s0048g02900,LOC100243661
Vitvi15g00916,VIT_15s0048g02910,LOC104881847
Vitvi15g00918,VIT_15s0048g02960,
Vitvi15g00919,VIT_15s0048g02980,LOC100250645
Vitvi15g00920,VIT_15s0048g02990,LOC100255828
Vitvi15g00921,VIT_15s0048g03000,LOC100260897
Vitvi15g00923,VIT_15s0046g00020,LOC100248467
Vitvi15g00924,VIT_15s0046g00030,LOC100854090
Vitvi15g00925,VIT_15s0046g00040,LOC100253574
Vitvi15g00926,VIT_15s0046g00060,LOC100255266
Vitvi15g00926,VIT_15s0046g00050,LOC100255266
Vitvi15g00928,VIT_15s0046g00070,LOC100260344
Vitvi15g00929,VIT_15s0046g00080,LOC100265563
Vitvi15g00930,VIT_15s0046g00090,LOC100243245
Vitvi15g00931,VIT_15s0046g00100,LOC100248376
Vitvi15g00932,VIT_15s0046g00110,LOC100258719
Vitvi15g00933,VIT_15s0046g00120,LOC100253490
Vitvi15g00934,VIT_15s0046g00130,LOC100263878
Vitvi15g00935,VIT_15s0046g00140,LOC100258632
Vitvi15g00936,VIT_15s0046g00150,LOC100263781
Vitvi15g00937,VIT_15s0046g00160,LOC100241604
Vitvi15g00938,VIT_15s0046g00170,LOC100232899
Vitvi15g00940,VIT_15s0046g00180,LOC100246846
Vitvi15g00941,VIT_15s0046g00190,LOC100246736
Vitvi15g00942,VIT_15s0046g00210,LOC100262104
Vitvi15g00943,VIT_15s0046g00220,LOC100267266
Vitvi15g00944,VIT_15s0046g00250,LOC100255258
Vitvi15g00945,VIT_15s0046g00260,LOC100260339
Vitvi15g00946,VIT_15s0046g00290,LOC100265555
Vitvi15g00947,VIT_15s0046g00310,LOC100248368
Vitvi15g00948,VIT_15s0046g00320,LOC100233036
Vitvi15g00949,VIT_15s0046g00330,LOC100253484
Vitvi15g00950,VIT_15s0046g00340,LOC100258626
Vitvi15g00951,VIT_15s0046g00350,LOC100853557
Vitvi15g00952,VIT_15s0046g00360,LOC100245075
Vitvi15g00953,VIT_15s0046g00370,LOC100250210
Vitvi15g00954,VIT_15s0046g00420,LOC100245070
Vitvi15g00955,VIT_15s0046g00430,LOC100250204
Vitvi15g00956,VIT_15s0046g00450,LOC100260453
Vitvi15g00957,VIT_15s0046g00460,LOC100265671
Vitvi15g00958,VIT_15s0046g00470,LOC100255379
Vitvi15g00959,VIT_15s0046g00480,LOC100260458
Vitvi15g00960,VIT_15s0046g00490,LOC100248474
Vitvi15g00961,VIT_15s0046g00500,
Vitvi15g00962,VIT_15s0046g00510,
Vitvi15g00964,VIT_15s0046g00520,LOC100246741
Vitvi15g00969,VIT_15s0046g00550,
Vitvi15g00970,VIT_15s0046g00690,LOC100852772
Vitvi15g00970,VIT_15s0046g00680,LOC100852772
Vitvi15g00972,VIT_15s0046g00720,LOC104881935
Vitvi15g00973,VIT_15s0046g00730,LOC100258436
Vitvi15g00974,VIT_15s0046g00740,LOC100263581
Vitvi15g00975,VIT_15s0046g00750,LOC100256840
Vitvi15g00976,VIT_15s0046g00760,LOC100246631
Vitvi15g00977,,LOC104881965
Vitvi15g00981,,LOC104881958
Vitvi15g00982,VIT_15s0046g00830,
Vitvi15g00985,VIT_15s0046g00940,LOC100255081
Vitvi15g00986,VIT_15s0046g00950,LOC100232897
Vitvi15g00989,VIT_15s0046g00970,LOC100260175
Vitvi15g00990,VIT_15s0046g00980,LOC100260148
Vitvi15g00991,VIT_15s0046g00990,LOC100265382
Vitvi15g00992,VIT_15s0046g01000,LOC100248172
Vitvi15g00993,VIT_15s0046g01010,LOC100258444
Vitvi15g00994,VIT_15s0046g01030,LOC100251778
Vitvi15g00995,VIT_15s0046g01040,LOC100256908
Vitvi15g00997,VIT_15s0046g01050,LOC100243084
Vitvi15g00998,VIT_15s0046g01060,LOC100244866
Vitvi15g00999,VIT_15s0046g01070,LOC100248200
Vitvi15g01000,VIT_15s0046g01080,LOC104877308
Vitvi15g01001,VIT_15s0046g01120,LOC100253336
Vitvi15g01002,VIT_15s0046g01130,LOC100258469
Vitvi15g01003,VIT_15s0046g01140,LOC100263619
Vitvi15g01005,VIT_15s0046g01150,LOC100243145
Vitvi15g01006,VIT_15s0046g01160,
Vitvi15g01007,VIT_15s0046g01170,LOC100241356
Vitvi15g01008,VIT_15s0046g01210,LOC100248268
Vitvi15g01011,VIT_15s0046g01230,LOC100263682
Vitvi15g01013,VIT_15s0046g01270,LOC100246542
Vitvi15g01014,VIT_15s0046g01280,LOC100251627
Vitvi15g01015,VIT_15s0046g01290,LOC100256750
Vitvi15g01016,VIT_15s0046g01310,LOC100256812
Vitvi15g01017,VIT_15s0046g01330,LOC100244718
Vitvi15g01018,VIT_15s0046g01350,LOC100267092
Vitvi15g01019,VIT_15s0046g01360,LOC100250031
Vitvi15g01020,VIT_15s0046g01370,LOC100244773
Vitvi15g01021,VIT_15s0046g01390,LOC100255049
Vitvi15g01023,VIT_15s0046g01400,LOC100232965
Vitvi15g01024,VIT_15s0046g01410,LOC100260268
Vitvi15g01025,VIT_15s0046g01420,LOC100265488
Vitvi15g01026,VIT_15s0046g01430,LOC100243178
Vitvi15g01027,VIT_15s0046g01440,LOC100248302
Vitvi15g01028,VIT_15s0046g01450,LOC100265354
Vitvi15g01029,VIT_15s0046g01460,LOC104881924
Vitvi15g01030,VIT_15s0046g01470,LOC100253425
Vitvi15g01031,VIT_15s0046g01510,LOC100241455
Vitvi15g01032,VIT_15s0046g01530,LOC100248176
Vitvi15g01033,VIT_15s0046g01540,LOC100253311
Vitvi15g01034,VIT_15s0046g01560,LOC100256846
Vitvi15g01035,VIT_15s0046g01570,LOC100251711
Vitvi15g01037,VIT_15s0046g01580,LOC104881923
Vitvi15g01038,VIT_15s0046g01590,LOC100246456
Vitvi15g01042,VIT_15s0046g01600,LOC100261940
Vitvi15g01044,VIT_15s0046g01610,LOC100267119
Vitvi15g01045,VIT_15s0046g01620,LOC100262009
Vitvi15g01046,VIT_15s0046g01630,LOC100244803
Vitvi15g01047,VIT_15s0046g01640,LOC100249941
Vitvi15g01048,VIT_15s0046g01660,LOC100260179
Vitvi15g01049,VIT_15s0046g01680,LOC100265385
Vitvi15g01050,VIT_15s0046g01690,LOC100243088
Vitvi15g01051,VIT_15s0046g01710,
Vitvi15g01052,VIT_15s0046g01730,LOC100258473
Vitvi15g01052,VIT_15s0046g01740,LOC100258473
Vitvi15g01053,VIT_15s0046g01750,LOC100263623
Vitvi15g01053,VIT_15s0046g01750,LOC104881921
Vitvi15g01054,VIT_15s0046g01770,LOC100246487
Vitvi15g01055,VIT_15s0046g01780,LOC100251632
Vitvi15g01056,VIT_15s0046g01790,LOC100265458
Vitvi15g01057,VIT_15s0046g01800,LOC100243148
Vitvi15g01058,VIT_15s0046g01810,LOC100248272
Vitvi15g01059,VIT_15s0046g01820,LOC100256755
Vitvi15g01060,VIT_15s0046g01830,LOC100261848
Vitvi15g01061,,LOC100253398
Vitvi15g01062,VIT_15s0046g01840,LOC100258534
Vitvi15g01063,VIT_15s0046g01850,LOC100853404
Vitvi15g01065,VIT_15s0046g01860,LOC100241428
Vitvi15g01066,VIT_15s0046g01870,LOC100267039
Vitvi15g01067,VIT_15s0046g01880,LOC100244721
Vitvi15g01068,VIT_15s0046g01890,LOC100249848
Vitvi15g01069,VIT_15s0046g01900,LOC100246548
Vitvi15g01070,VIT_15s0046g01920,LOC100256818
Vitvi15g01071,VIT_15s0046g01930,LOC100255197
Vitvi15g01072,VIT_15s0046g01940,LOC100261915
Vitvi15g01073,VIT_15s0046g01970,LOC100260155
Vitvi15g01075,VIT_15s0046g01990,
Vitvi15g01076,VIT_15s0046g02000,LOC100852885
Vitvi15g01077,VIT_15s0046g02010,LOC100852927
Vitvi15g01078,VIT_15s0046g02030,LOC100852854
Vitvi15g01079,VIT_15s0046g02040,LOC100253429
Vitvi15g01080,VIT_15s0046g02050,LOC100258452
Vitvi15g01081,VIT_15s0046g02060,LOC100263595
Vitvi15g01082,VIT_15s0046g02070,
Vitvi15g01083,VIT_15s0046g02080,LOC100258567
Vitvi15g01084,VIT_15s0046g02110,LOC100241458
Vitvi15g01085,VIT_15s0046g02130,LOC100262014
Vitvi15g01086,VIT_15s0046g02140,LOC104881917
Vitvi15g01087,VIT_15s0046g02150,LOC100267186
Vitvi15g01088,VIT_15s0046g02160,LOC100244876
Vitvi15g01089,VIT_15s0046g02170,LOC100251716
Vitvi15g01090,VIT_15s0046g02190,LOC100256849
Vitvi15g01091,VIT_15s0046g02200,LOC100260245
Vitvi15g01092,VIT_15s0046g02210,LOC100265462
Vitvi15g01093,VIT_15s0046g02220,LOC100261943
Vitvi15g01094,VIT_15s0046g02230,LOC100267123
Vitvi15g01095,VIT_15s0046g02240,
Vitvi15g01096,VIT_15s0046g02250,LOC100243152
Vitvi15g01097,VIT_15s0046g02260,LOC100855334
Vitvi15g01098,VIT_15s0046g02270,LOC100248277
Vitvi15g01099,VIT_15s0046g02280,LOC100244806
Vitvi15g01100,VIT_15s0046g02290,LOC100249945
Vitvi15g01101,VIT_15s0046g02300,LOC100255091
Vitvi15g01102,,LOC104881954
Vitvi15g01103,VIT_15s0046g02320,LOC100256823
Vitvi15g01104,VIT_15s0046g02330,LOC100260183
Vitvi15g01105,VIT_15s0046g02370,LOC100244782
Vitvi15g01106,VIT_15s0046g02380,LOC100249915
Vitvi15g01107,VIT_15s0046g02390,LOC100255061
Vitvi15g01108,VIT_15s0046g02400,LOC100243093
Vitvi15g01109,VIT_15s0046g02410,LOC100265390
Vitvi15g01110,VIT_15s0046g02420,LOC100240701
Vitvi15g01111,VIT_15s0046g02430,LOC100253344
Vitvi15g01112,VIT_15s0046g02440,LOC100260157
Vitvi15g01113,VIT_15s0046g02450,LOC100265362
Vitvi15g01114,VIT_15s0046g02460,LOC100258476
Vitvi15g01115,VIT_15s0046g02480,LOC100243070
Vitvi15g01116,VIT_15s0046g02490,LOC100253319
Vitvi15g01117,VIT_15s0046g02500,LOC100258456
Vitvi15g01118,VIT_15s0046g02510,LOC100263628
Vitvi15g01119,,LOC104881953
Vitvi15g01120,VIT_15s0046g02520,LOC104881952
Vitvi15g01121,VIT_15s0046g02530,LOC100246463
Vitvi15g01122,VIT_15s0046g02540,LOC100251608
Vitvi15g01123,VIT_15s0046g02550,LOC100256734
Vitvi15g01124,VIT_15s0046g02560,LOC100233025
Vitvi15g01125,VIT_15s0046g02570,LOC100262020
Vitvi15g01126,VIT_15s0046g02580,LOC104881951
Vitvi15g01127,VIT_15s0046g02620,LOC100255167
Vitvi15g01128,VIT_15s0046g02640,LOC100246489
Vitvi15g01129,VIT_15s0046g02650,LOC100265467
Vitvi15g01131,VIT_15s0046g02660,LOC100243158
Vitvi15g01132,VIT_15s0046g02680,LOC100249458
Vitvi15g01132,VIT_15s0046g02690,LOC100249458
Vitvi15g01132,VIT_15s0046g02670,LOC100249458
Vitvi15g01134,,LOC100251636
Vitvi15g01135,VIT_15s0046g02700,LOC100256759
Vitvi15g01136,VIT_15s0046g02730,LOC100258544
